piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75D30124P19337,Department of Health and Human Services,"CRIMSON HEXAGON, INC.",44976,SOFTWARE LICENSE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19337&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30123P17465,Department of Health and Human Services,"ANYLOGIC NORTH AMERICA, LIMITED LIABILITY COMPANY",44236,ANYLOGIC SOFTWARE LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17465&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,26000
75N94023P00125,Department of Health and Human Services,FEI COMPANY,41814.38,VITROBOT EQUIPMENT MAINTENANCE AGREEMENT: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94023P00125&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,17958.31
75D30124P19819,Department of Health and Human Services,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",40700,JOURNAL SUPPLEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19819&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
36C26023P0690,Department of Veterans Affairs,CARAHSOFT TECHNOLOGY CORP,40183.67,ONLINE NURSING RECRUITMENT SERVICE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C26023P0690&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N92024F00108,Department of Health and Human Services,"IGOV TECHNOLOGIES, INC.",38358,"NINTEX SOFTWARE, SHAREPOINT WORKFLOWS AND FORMS: NATIONAL HEART, LUNG, AND BLOOD INSTITUTE, INFORMATION TECHNOLOGY AND APPLICATIONS CENTER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00108&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD81B&contractType=AWARD,5/9/2025,0
75D30124F20127,Department of Health and Human Services,"ADVANCED TECHNOLOGIES AND LABORATORIES (ATL) INTERNATIONAL, INC",37636,"SCIENTIFIC, PROFESSIONAL AND ENGINEERING SUPPORT SERVICES: REMEDIATION SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20127&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A11150&contractType=AWARD,5/9/2025,0
HC101323FB616,Department of Defense,MCI COMMUNICATIONS SERVICES INC,35964.16,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FB616&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75D30124P18947,Department of Health and Human Services,"INOTIV, INC",35860,PATHOLOGY EVALUATION OF MICE LUNGS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18947&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N94021P00072,Department of Health and Human Services,AGILENT TECHNOLOGIES INC,35412.6,ANALYTICAL LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY EQUIPMENT SERVICE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94021P00072&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19485,Department of Health and Human Services,"FORMULATRIX, LLC",34100,LABORATORY EQUIPMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19485&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30123P17371,Department of Health and Human Services,RWLS LLC,30000,REPAIR OR ALTERATION OF GAS FACILITY: SHALE GAS WELLS INFLUENCED BY LONGWALL MINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17371&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19400,Department of Health and Human Services,MS BIOWORKS LLC,30000,PULMONARY TISSUE ANALYSIS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19400&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19028,Department of Health and Human Services,RWLS LLC,30000,ENVIRONMENTAL REMEDIATION SERVICES: 40-ARM CALIPER LOGGING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19028&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101322FH371,Department of Defense,MCI COMMUNICATIONS SERVICES INC,29723.34,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH371&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75N94024P00354,Department of Health and Human Services,LEICA MICROSYSTEMS INC.,29376.81,PRECISION EQUIPMENT PREMIUMCARE MAINTENANCE CONTRACT: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024P00354&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,23731.81
75D30124P19482,Department of Health and Human Services,DS GOVERNMENT SOLUTIONS CORP,28763.03,SIMPACK SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19482&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19624,Department of Health and Human Services,"GRECO GAS, INC.",26796,LABORATORY GAS CYLINDER RENTAL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19624&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75F40125P00011,Department of Health and Human Services,GOVERNMENT SCIENTIFIC SOURCE INC,26118.87,CROSSLAB SILVER GAS CHROMATOGRAPHY/MASS SPECTROMETRY AND AGILENT HIGH PERFORMANCE LIQUID CHROMATOGRAPHY MAINTENANCE SERVICE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40125P00011&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19539,Department of Health and Human Services,"FD NEUROTECHNOLOGIES CONSULTING & SERVICES, INC.",25858.02,TECHNICAL CONSULTING SERVICES: NEUROHISTOLOGICAL STAINING FOR PARKINSONS SUSCEPTIBILITY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19539&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19680,Department of Health and Human Services,UNIVERSITY OF MISSOURI SYSTEM,24921,RABIES SEROLOGY PROFICIENCY TESTING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19680&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75F40124P00009,Department of Health and Human Services,PEAK SCIENTIFIC INC.,24599.81,ONE PEAK SCIENTIFIC PRECISION 200CC HYDROGEN GENERATOR PREVENTATIVE MAINTENANCE AND QUALIFICATION SERVICE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00009&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,15013.19
75N94024P00604,Department of Health and Human Services,SUBJECT7 INC,24000,FUNCTIONAL TEST AUTOMATION ANNUAL SUBSCRIPTION LICENSE: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024P00604&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19704,Department of Health and Human Services,NATIONAL COMMITTEE FOR QUALITY ASSURANCE,22976,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: HEALTHCARE EFFECTIVENESS DATA AND INFORMATION SET DATA LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19704&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19566,Department of Health and Human Services,HOTTINGER BRUEL & KJAER INC.,21843,PRECISION EQUIPMENT MAINTENANCE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19566&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
47PM0325F0004,General Services Administration,"MTFA ARCHITECTURE, P.L.L.C.",19115.81,"ARCHITECTURAL/ENGINEERING CONSTRUCTION SERVICES: REPLACE ROOF, PATCH AND REPAIR EXTERIOR STUCCO, WASHINGTON NATIONAL RECORDS CENTER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PM0325F0004&modNumber=PS0002&idvAgencyID=&idvPIID=47PF0019D0053&contractType=AWARD,5/9/2025,0
75D30123F17706,Department of Health and Human Services,AMERITEL COMMUNICATIONS CORPORATION,19092,2 COPIERS AND MAINTENANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17706&modNumber=P00004&idvAgencyID=&idvPIID=GS03F102CA&contractType=AWARD,5/9/2025,5904
HC101322FG929,Department of Defense,MCI COMMUNICATIONS SERVICES INC,18333.53,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG929&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75F40124P00490,Department of Health and Human Services,THERMO ELECTRON NORTH AMERICA LLC,17535,Q-EXACTIVE MASS SPECTROMETER AND ULTIMATE 3000 HIGH PERFORMANCE LIQUID CHROMATOGRAPHY PREVENTATIVE MAINTENANCE AND CALIBRATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00490&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N91024P00391,Department of Health and Human Services,"MORGAN, SCOTT W",16500,SCIENCE COMMUNICATION COACHING SERVICES: TEACH PRACTICAL PRESENTATION SKILLS TO NATIONAL CANCER INSTITUTE POSTDOCTORAL FELLOWS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024P00391&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N94024P00499,Department of Health and Human Services,"FIDELIS SUSTAINABILITY DISTRIBUTION, LLC",16494.5,PRECISION EQUIPMENT MAINTENANCE AGREEMENT: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024P00499&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19627,Department of Health and Human Services,"COMSOL, INC.",16486,MULTIPHYSICS SOFTWARE MAINTENANCE SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19627&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N92025P00020,Department of Health and Human Services,TRU DIAGNOSTICS INC,16100,"RESEARCH SUPPORTING LABORATORY SERVICES: EPIDEMIOLOGY AND COMMUNITY HEALTH BRANCH, LABORATORY OF GENOMIC INSTABILITY AND CARDIOPULMONARY OUTCOMES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025P00020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19472,Department of Health and Human Services,CINCINNATI UNIV OF,16000,SILVER BI-ANALYTICS MEMBERSHIP: UNIVERSITY OF CINCINNATI,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19472&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101322FH011,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15514.75,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH011&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101324FA174,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15514.75,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101324FA174&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101322FH107,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15514.75,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH107&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101322FH427,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15180.67,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH427&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101322FG406,Department of Defense,MCI COMMUNICATIONS SERVICES INC,15116.67,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG406&modNumber=P00003&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75D30124P19625,Department of Health and Human Services,NORTHEASTERN STATE UNIVERSITY,15000,MANIKIN EVALUATION OF THE THERMAL PROTECTION OF FIREFIGHTER TURNOUT GEAR WITH PHASE CHANGE MATERIAL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19625&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101322FH465,Department of Defense,MCI COMMUNICATIONS SERVICES INC,14988.67,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH465&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75N92024P00184,Department of Health and Human Services,"COHERENT NA, INC.",14883,CHAMELEON LASER SYSTEM MAINTENANCE SERVICE CONTRACT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024P00184&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
12FPC223P0028,Department of Agriculture,MICROTECHNOLOGIES LLC,14822.27,PRINTER REFRESH AND SOFTWARE LICENSE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC223P0028&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,684.78
75N92024P00166,Department of Health and Human Services,ESAOTE NORTH AMERICA INC,14300,STRUCTURAL HEART MEDICAL IMAGING SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024P00166&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N93024P00726,Department of Health and Human Services,PROTEINSIMPLE,13912,JESS WESTERN BLOTTING INSTRUMENT PROTEINSIMPLE SERVICE CONTRACT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024P00726&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101323FE726,Department of Defense,MCI COMMUNICATIONS SERVICES INC,13905.89,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FE726&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75D30124P19533,Department of Health and Human Services,"UNISTAR-SPARCO COMPUTERS, INC.",13681.14,IBM Statistical Package for the Social Sciences SOFTWARE LICENSE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19533&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N94025F00015,Department of Health and Human Services,STERLING COMPUTERS CORPORATION,13443.09,CISCO NETWORK SWITCH: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94025F00015&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC20B&contractType=AWARD,5/9/2025,0
75D30124P19162,Department of Health and Human Services,"EXPERIMENTAL PATHOLOGY LABORATORIES, INC.",12650,MICROSCOPIC EVALUATION OF SLIDES CONTAINING MOUSE TISSUES OBTAINED FROM PEROXYACETIC ACID AEROSOL-EXPOSED MICE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19162&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P18800,Department of Health and Human Services,OXFORD NANOPORE TECHNOLOGIES INC,12500,ONT GRIDION PRECISION EQUIPMENT SERVICE MAINTENANCE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18800&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N93024F00033,Department of Health and Human Services,LUMINA CORPS INC.,11411.63,MEETING AND CONFERENCE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00033&modNumber=P00001&idvAgencyID=&idvPIID=75N93023D00005&contractType=AWARD,5/9/2025,0
HC101322FG857,Department of Defense,MCI COMMUNICATIONS SERVICES INC,10936.52,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FG857&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101323FE605,Department of Defense,MCI COMMUNICATIONS SERVICES INC,10936.52,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FE605&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75N92024P00182,Department of Health and Human Services,SCIREQ SCIENTIFIC RESPIRATORY EQUIPMENT INC,10367.5,FLEXIVENT AND VIVOFLOW PREMIUM CARE EQUIPMENT MAINTENANCE CONTRACT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024P00182&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N92025P00054,Department of Health and Human Services,LEICA MICROSYSTEMS INC.,9986,LEICA ACE900 FREEZE FRACTURE MACHINE SERVICE CONTRACT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025P00054&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75N92024P00196,Department of Health and Human Services,"BECTON, DICKINSON AND COMPANY",9736.2,"PRECISION EQUIPMENT MAINTENANCE CONTRACT: NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024P00196&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124P19026,Department of Health and Human Services,"VICON MOTION SYSTEMS, INC.",9500,LABORATORY EQUIPMENT MAINTENANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19026&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101324FA175,Department of Defense,MCI COMMUNICATIONS SERVICES INC,9410.45,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101324FA175&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
75N92025P00008,Department of Health and Human Services,"MILTENYI BIOTEC, INC.",9225,"MILTENYI BIOTECH MACSQUANT 10 ANALYZER MAINTENANCE SERVICE CONTRACT: NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025P00008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
75D30124F19020,Department of Health and Human Services,ITIN SCALE COMPANY INCORPORATED,8625,LABORATORY EQUIPMENT AND SUPPLIES: ITIN SCALE CO,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19020&modNumber=P00001&idvAgencyID=&idvPIID=GS07F9655S&contractType=AWARD,5/9/2025,0
75N93025F00004,Department of Health and Human Services,LUMINA CORPS INC.,8378.48,MEETING AND CONFERENCE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00004&modNumber=P00001&idvAgencyID=&idvPIID=75N93023D00005&contractType=AWARD,5/9/2025,0
75D30124P19355,Department of Health and Human Services,"BECKMAN COULTER, INC",7986.88,PRECISION EQUIPMENT MAINTENANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19355&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,0
HC101322FH013,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH013&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101322FH605,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101322FH605&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
HC101323FA582,Department of Defense,MCI COMMUNICATIONS SERVICES INC,7884.38,LONG DISTANCE VOICE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FA582&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/9/2025,0
